File created:26/08/2024 13:52:36
WG assessment year:2024
Data year:2023
Stock:whb.27.1-91214,Stock description:Blue whiting (Micromesistius poutassou) in Subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)
Allocation scheme:Alloc2023

LIST OF UNSAMPLED STRATA AND THEIR ALLOCATED SAMPLED STRATA.

YOU CAN USE THIS FILE TO HAVE A MATRIX OVERVIEW OF WHAT SAMPLED STRATA HAVE BEEN ALLOCATED TO WHICH UNSAMPLED STRATA

There are 4 files:
        - 2 specifying what is allocated to the unsampled LANDINGS
            - 1 sorted by Fleet before season 
            - 1 sorted by season before Fleet 
        - 2 specifying what is allocated to the unsampled DISCARDS
            - 1 sorted by Fleet before season
            - 1 sorted by season  before Fleet 

The patterns which visually can be seen in the allocations depend the sorting of the element (season or fleet) in the strata, depending on if the allocations have been primarily done according to season or fleet.


   Explanation on how to use the output, for visual inspection:
     1. Copy all the data into a spreadsheet.
     2. Create a pivot table with the Unsampled as rows and the Sampled as columns.
     3. Copy the pivot table but only with the header row and markers, out the sum row and column and column label.
     4. Paste only values.\n
     5. Select the Sampled row and format cell and select tab Alignment and align the text horizontal and adjust the column width.
          

Unsampled Landings strata,Allocated sampled strata,Marker
ES_27.8.b_LLS_DEF_0_0_0_4_L,ES_27.8.b_OTB_DEF_>=70_0_0_4_D,X
ES_27.8.b_LLS_DEF_0_0_0_4_L,ES_27.8.b_PTB_DEF_>=70_0_0_4_D,X
ES_27.8.b_MIS_MIS_0_0_0_HC_2_L,ES_27.8.b_OTB_DEF_>=70_0_0_2_L,X
ES_27.8.b_OTB_DEF_>=70_0_0_4_L,ES_27.8.b_OTB_DEF_>=70_0_0_4_D,X
ES_27.8.b_OTB_DEF_>=70_0_0_4_L,ES_27.8.b_PTB_DEF_>=70_0_0_4_D,X
ES_27.8.b_PTB_DEF_>=70_0_0_2_L,ES_27.8.b_OTB_DEF_>=70_0_0_2_L,X
ES_27.8.b_PTB_DEF_>=70_0_0_4_L,ES_27.8.b_OTB_DEF_>=70_0_0_4_D,X
ES_27.8.b_PTB_DEF_>=70_0_0_4_L,ES_27.8.b_PTB_DEF_>=70_0_0_4_D,X
ES_27.8.c_GNS_DEF_60-79_0_0_1_L,ES_27.8.c_LLS_DEF_0_0_0_1_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_1_L,ES_27.8.c_OTB_DEF_>=55_0_0_1_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_1_L,ES_27.8.c_PTB_MPD_>=55_0_0_1_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_3_L,ES_27.8.c_GTR_DEF_60-79_0_0_3_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_3_L,ES_27.8.c_LLS_DEF_0_0_0_3_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_3_L,ES_27.8.c_OTB_DEF_>=55_0_0_3_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_3_L,ES_27.8.c_PTB_MPD_>=55_0_0_3_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_4_L,ES_27.8.c_LLS_DEF_0_0_0_4_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_4_L,ES_27.8.c_OTB_DEF_>=55_0_0_4_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_4_L,ES_27.8.c_OTB_MPD_>=55_0_0_4_L,X
ES_27.8.c_GNS_DEF_60-79_0_0_4_L,ES_27.8.c_PTB_MPD_>=55_0_0_4_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_1_L,ES_27.8.c_LLS_DEF_0_0_0_1_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_1_L,ES_27.8.c_OTB_DEF_>=55_0_0_1_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_1_L,ES_27.8.c_PTB_MPD_>=55_0_0_1_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_3_L,ES_27.8.c_GTR_DEF_60-79_0_0_3_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_3_L,ES_27.8.c_LLS_DEF_0_0_0_3_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_3_L,ES_27.8.c_OTB_DEF_>=55_0_0_3_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_3_L,ES_27.8.c_PTB_MPD_>=55_0_0_3_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_4_L,ES_27.8.c_LLS_DEF_0_0_0_4_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_4_L,ES_27.8.c_OTB_DEF_>=55_0_0_4_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_4_L,ES_27.8.c_OTB_MPD_>=55_0_0_4_L,X
ES_27.8.c_GNS_DEF_80-99_0_0_4_L,ES_27.8.c_PTB_MPD_>=55_0_0_4_L,X
ES_27.8.c_GTR_DEF_60-79_0_0_4_L,ES_27.8.c_LLS_DEF_0_0_0_4_L,X
ES_27.8.c_GTR_DEF_60-79_0_0_4_L,ES_27.8.c_OTB_DEF_>=55_0_0_4_L,X
ES_27.8.c_GTR_DEF_60-79_0_0_4_L,ES_27.8.c_OTB_MPD_>=55_0_0_4_L,X
ES_27.8.c_GTR_DEF_60-79_0_0_4_L,ES_27.8.c_PTB_MPD_>=55_0_0_4_L,X
ES_27.8.c_LHM_DEF_0_0_0_2_L,ES_27.8.c_GNS_DEF_60-79_0_0_2_L,X
ES_27.8.c_LHM_DEF_0_0_0_2_L,ES_27.8.c_GNS_DEF_80-99_0_0_2_L,X
ES_27.8.c_LHM_DEF_0_0_0_2_L,ES_27.8.c_LLS_DEF_0_0_0_2_L,X
ES_27.8.c_LHM_DEF_0_0_0_2_L,ES_27.8.c_OTB_DEF_>=55_0_0_2_L,X
ES_27.8.c_LHM_DEF_0_0_0_2_L,ES_27.8.c_PTB_MPD_>=55_0_0_2_L,X
ES_27.8.c_MIS_MIS_0_0_0_HC_2_L,ES_27.8.c_GNS_DEF_60-79_0_0_2_L,X
ES_27.8.c_MIS_MIS_0_0_0_HC_2_L,ES_27.8.c_GNS_DEF_80-99_0_0_2_L,X
ES_27.8.c_MIS_MIS_0_0_0_HC_2_L,ES_27.8.c_LLS_DEF_0_0_0_2_L,X
ES_27.8.c_MIS_MIS_0_0_0_HC_2_L,ES_27.8.c_OTB_DEF_>=55_0_0_2_L,X
ES_27.8.c_MIS_MIS_0_0_0_HC_2_L,ES_27.8.c_PTB_MPD_>=55_0_0_2_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_1_L,ES_27.8.c_LLS_DEF_0_0_0_1_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_1_L,ES_27.8.c_OTB_DEF_>=55_0_0_1_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_1_L,ES_27.8.c_PTB_MPD_>=55_0_0_1_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_2_L,ES_27.8.c_GNS_DEF_60-79_0_0_2_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_2_L,ES_27.8.c_GNS_DEF_80-99_0_0_2_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_2_L,ES_27.8.c_LLS_DEF_0_0_0_2_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_2_L,ES_27.8.c_OTB_DEF_>=55_0_0_2_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_2_L,ES_27.8.c_PTB_MPD_>=55_0_0_2_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_3_L,ES_27.8.c_GTR_DEF_60-79_0_0_3_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_3_L,ES_27.8.c_LLS_DEF_0_0_0_3_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_3_L,ES_27.8.c_OTB_DEF_>=55_0_0_3_L,X
ES_27.8.c_OTB_MPD_>=55_0_0_3_L,ES_27.8.c_PTB_MPD_>=55_0_0_3_L,X
ES_27.8.c_PS_SPF_0_0_0_1_L,ES_27.8.c_LLS_DEF_0_0_0_1_L,X
ES_27.8.c_PS_SPF_0_0_0_1_L,ES_27.8.c_OTB_DEF_>=55_0_0_1_L,X
ES_27.8.c_PS_SPF_0_0_0_1_L,ES_27.8.c_PTB_MPD_>=55_0_0_1_L,X
ES_27.8.c_PS_SPF_0_0_0_2_L,ES_27.8.c_GNS_DEF_60-79_0_0_2_L,X
ES_27.8.c_PS_SPF_0_0_0_2_L,ES_27.8.c_GNS_DEF_80-99_0_0_2_L,X
ES_27.8.c_PS_SPF_0_0_0_2_L,ES_27.8.c_LLS_DEF_0_0_0_2_L,X
ES_27.8.c_PS_SPF_0_0_0_2_L,ES_27.8.c_OTB_DEF_>=55_0_0_2_L,X
ES_27.8.c_PS_SPF_0_0_0_2_L,ES_27.8.c_PTB_MPD_>=55_0_0_2_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_1_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_1_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_1_L,ES_27.9.a.n_OTB_MCD_>=55_0_0_1_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_1_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_1_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_1_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_1_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_3_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_3_L,ES_27.9.a.n_OTB_MCD_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_3_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_60-79_0_0_3_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_80-99_0_0_3_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_80-99_0_0_3_L,ES_27.9.a.n_OTB_MCD_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_80-99_0_0_3_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_80-99_0_0_3_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_3_L,X
ES_27.9.a.n_GNS_DEF_80-99_0_0_4_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_4_L,X
ES_27.9.a.n_GNS_DEF_80-99_0_0_4_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_4_L,X
ES_27.9.a.n_GNS_DEF_80-99_0_0_4_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_4_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_1_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_1_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_1_L,ES_27.9.a.n_OTB_MCD_>=55_0_0_1_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_1_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_1_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_1_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_1_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_2_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_2_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_2_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_2_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_3_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_3_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_3_L,ES_27.9.a.n_OTB_MCD_>=55_0_0_3_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_3_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_3_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_3_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_3_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_4_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_4_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_4_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_4_L,X
ES_27.9.a.n_LLS_DEF_0_0_0_4_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_4_L,X
ES_27.9.a.n_MIS_MIS_0_0_0_HC_2_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_2_L,X
ES_27.9.a.n_MIS_MIS_0_0_0_HC_2_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_2_L,X
ES_27.9.a.n_OTB_MCD_>=55_0_0_2_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_2_L,X
ES_27.9.a.n_OTB_MCD_>=55_0_0_2_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_2_L,X
ES_27.9.a.n_OTB_MCD_>=55_0_0_4_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_4_L,X
ES_27.9.a.n_OTB_MCD_>=55_0_0_4_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_4_L,X
ES_27.9.a.n_OTB_MCD_>=55_0_0_4_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_4_L,X
ES_27.9.a.n_OTB_MPD_>=55_0_0_2_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_2_L,X
ES_27.9.a.n_OTB_MPD_>=55_0_0_2_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_2_L,X
ES_27.9.a.n_PS_SPF_0_0_0_2_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_2_L,X
ES_27.9.a.n_PS_SPF_0_0_0_2_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_2_L,X
ES_27.9.a.n_PS_SPF_0_0_0_3_L,ES_27.9.a.n_OTB_DEF_>=55_0_0_3_L,X
ES_27.9.a.n_PS_SPF_0_0_0_3_L,ES_27.9.a.n_OTB_MCD_>=55_0_0_3_L,X
ES_27.9.a.n_PS_SPF_0_0_0_3_L,ES_27.9.a.n_OTB_MPD_>=55_0_0_3_L,X
ES_27.9.a.n_PS_SPF_0_0_0_3_L,ES_27.9.a.n_PTB_MPD_>=55_0_0_3_L,X
FO_27.2.a_All_3_L,RU_27.2.a_Pelagic trawl_3_L,X
FO_27.2.a_All_4_L,DK_27.4.a_OTM_SPF_32-69_0_0_all_4_L,X
FO_27.2.a_All_4_L,NO_27.4.a_All_4_L,X
FO_27.4.a_All_1_L,IS_27.4.a_Pelagic trawl_1_L,X
FO_27.4.a_All_2_L,NO_27.4.a_All_2_L,X
FO_27.4.a_All_4_L,NO_27.4.a_All_4_L,X
FO_27.5.a_All_3_L,IS_27.5.a_Pelagic trawl_3_L,X
FO_27.5.a_All_4_L,IS_27.5.a_Pelagic trawl_4_L,X
FO_27.5.b_All_3_L,IS_27.5.a_Pelagic trawl_3_L,X
FO_27.6.a_All_1_L,UKS_27.6.a_All_1_L,X
FO_27.6.a_All_2_L,UKS_27.6.a_All_2_L,X
FO_27.6.a_All_4_L,DK_27.6.a_OTM_SPF_32-69_0_0_all_4_L,X
FO_27.6.a_All_4_L,ES_27.6.a_OTB_DEF_100-119_0_0_4_D,X
FR_27.4.a_MIS_MIS_0_0_0_3_L,NO_27.4.a_All_3_L,X
FR_27.4.a_MIS_MIS_0_0_0_4_L,NO_27.4.a_All_4_L,X
FR_27.4.a_OTM_DEF_32-69_0_0_all_2_L,IS_27.4.a_Pelagic trawl_2_L,X
FR_27.4.a_OTM_DEF_32-69_0_0_all_2_L,NO_27.4.a_All_2_L,X
FR_27.4.a_OTM_DEF_32-69_0_0_all_2_L,RU_27.4.a_Pelagic trawl_2_L,X
FR_27.5.b_OTM_DEF_32-69_0_0_all_2_L,FO_27.5.b_All_2_L,X
FR_27.5.b_OTM_DEF_32-69_0_0_all_2_L,IS_27.5.b_Pelagic trawl_2_L,X
FR_27.5.b_OTM_DEF_32-69_0_0_all_2_L,NO_27.5.b_All_2_L,X
FR_27.5.b_OTM_DEF_32-69_0_0_all_2_L,RU_27.5.b_Pelagic trawl_2_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_1_L,IE_27.6.a_TrawlPlus_1_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_1_L,NL_27.6.a_OTM_SPF_32-69_0_0_all_1_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_1_L,UKS_27.6.a_All_1_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_2_L,IE_27.6.a_TrawlPlus_2_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_2_L,NL_27.6.a_OTM_SPF_32-69_0_0_all_2_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_2_L,RU_27.6.a_Pelagic trawl_2_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_2_L,UKS_27.6.a_All_2_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_4_L,DK_27.6.a_OTM_SPF_32-69_0_0_all_4_L,X
FR_27.6.a_OTM_DEF_32-69_0_0_all_4_L,ES_27.6.a_OTB_DEF_100-119_0_0_4_D,X
FR_27.6.b_OTM_DEF_32-69_0_0_all_2_L,ES_27.6.a_OTB_DEF_100-119_0_0_2_D,X
FR_27.6.b_OTM_DEF_32-69_0_0_all_2_L,IE_27.6.a_TrawlPlus_2_L,X
FR_27.6.b_OTM_DEF_32-69_0_0_all_2_L,NL_27.6.a_OTM_SPF_32-69_0_0_all_2_L,X
FR_27.6.b_OTM_DEF_32-69_0_0_all_2_L,RU_27.6.a_Pelagic trawl_2_L,X
FR_27.6.b_OTM_DEF_32-69_0_0_all_2_L,UKS_27.6.a_All_2_L,X
FR_27.7.b_OTM_DEF_32-69_0_0_all_1_L,NO_27.7.c_All_1_L,X
FR_27.7.b_OTM_DEF_32-69_0_0_all_1_L,RU_27.7.c_Pelagic trawl_1_L,X
FR_27.7.c_OTM_DEF_32-69_0_0_all_1_L,NO_27.7.c_All_1_L,X
FR_27.7.c_OTM_DEF_32-69_0_0_all_1_L,RU_27.7.c_Pelagic trawl_1_L,X
FR_27.7.c_OTM_DEF_32-69_0_0_all_2_L,NO_27.7.c_All_2_L,X
FR_27.7.d_MIS_MIS_0_0_0_1_L,ES_27.8.c_LLS_DEF_0_0_0_1_L,X
FR_27.7.d_MIS_MIS_0_0_0_1_L,ES_27.8.c_PTB_MPD_>=55_0_0_1_L,X
FR_27.7.e_MIS_MIS_0_0_0_4_L,ES_27.8.a_OTB_DEF_>=70_0_0_4_D,X
FR_27.7.h_OTM_DEF_32-69_0_0_all_1_L,ES_27.7.h_OTB_DEF_70-99_0_0_1_D,X
FR_27.7.h_OTM_DEF_32-69_0_0_all_4_L,ES_27.8.b_PTB_DEF_>=70_0_0_4_D,X
FR_27.7.j_OTM_DEF_32-69_0_0_all_4_L,ES_27.8.c_OTB_DEF_>=55_0_0_4_L,X
FR_27.7.k_OTM_DEF_32-69_0_0_all_1_L,FO_27.7.k_All_1_L,X
